FECHA CONEXI�N;AREA;NOMBRE ZONA;COMUNA;MODEL;N�MERO CONEXIONES;USAGE (kB);PORCENTAJE USO
5-ene-24;URBANA;002_ZW Canchas Panamericanas;19;MR76;25;2183661;201,40%
5-ene-24;URBANA;003_ZW Parque del Perro;19;MR76;61;5004855;461,70%
5-ene-24;URBANA;003_ZW Parque del Perro;19;MR76;82;8023479;740,10%
5-ene-24;URBANA;005_ZW Parque Barrio Obrero;9;MR76;103;3266920;301,30%
5-ene-24;URBANA;005_ZW Parque Barrio Obrero;9;MR76;94;2596954;239,50%
5-ene-24;URBANA;006_ZW Parque Vallado;15;MR76;64;21494;2,00%
5-ene-24;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;44;7647912;705,50%
5-ene-24;URBANA;010_ZW Parque Antonio Nari�o;16;MR76;25;2305339;212,60%
5-ene-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;41;300380;27,70%
5-ene-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;18;1880550;173,50%
5-ene-24;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;22;10680;1,00%
5-ene-24;URBANA;013_ZW Parque Llano Verde;15;MR76;23;2448;0,20%
5-ene-24;URBANA;014_ZW Centro Cultural Alto Jordan;18;MR76;24;6590836;607,90%
5-ene-24;URBANA;015_ZW Centro Cultural Comuna 13;13;MR76;14;1654006;152,60%
5-ene-24;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;31;342642;31,60%
5-ene-24;URBANA;017_ZW Conjunto Habitacional Rio Cauca;15;MR76;29;6700;0,60%
5-ene-24;URBANA;018_ZW Parque Las Banderas;19;MR76;31;77863;7,20%
5-ene-24;URBANA;018_ZW Parque Las Banderas;19;MR76;34;198943;18,40%
5-ene-24;URBANA;019_ZW Parque Skate Board;15;MR76;72;7932033;731,70%
5-ene-24;URBANA;020_ZW Parque Petecuy1;6;MR76;18;1500432;138,40%
5-ene-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;87;18111;1,70%
5-ene-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;78;16958;1,60%
5-ene-24;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;7;343051;31,60%
5-ene-24;URBANA;023_ZW Parque Los Guerreros;21;MR76;32;2036595;187,90%
5-ene-24;URBANA;024_ZW Museo La Tertulia;2;MR76;32;752182;69,40%
5-ene-24;URBANA;024_ZW Museo La Tertulia;2;MR76;71;3877947;357,70%
5-ene-24;URBANA;025_ZW Parque San Marino;7;MR76;42;9204466;849,00%
5-ene-24;URBANA;026_ZW Parque La Flora;2;MR76;67;15212;1,40%
5-ene-24;URBANA;026_ZW Parque La Flora;2;MR76;51;3750;0,30%
5-ene-24;URBANA;027_ZW Parque Alfonso Bonilla Arag�n;14;MR76;38;2307073;212,80%
5-ene-24;URBANA;027_ZW Parque Alfonso Bonilla Arag�n;14;MR76;37;3912700;360,90%
5-ene-24;URBANA;028_ZW Parque Yo Amo a Silo�;20;MR76;22;2555777;235,70%
5-ene-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;50;2936071;270,80%
5-ene-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;34;991413;91,40%
5-ene-24;URBANA;030_ZW Parque Mutis;1;MR76;27;255129;23,50%
5-ene-24;URBANA;031_ZW Cancha Los Azules;21;MR76;7;2085204;192,30%
5-ene-24;URBANA;032_ZW Parque La Orqueta;20;MR76;35;2897506;267,30%
5-ene-24;URBANA;033_ZW Plaza Alameda;19;MR76;15;372015;34,30%
5-ene-24;URBANA;033_ZW Plaza Alameda;19;MR76;15;436403;40,30%
5-ene-24;URBANA;034_ZW Parque Villa Colombia;8;MR76;8;489;0,00%
5-ene-24;URBANA;035_ZW Parque Colseguros;10;MR76;89;67121;6,20%
5-ene-24;URBANA;035_ZW Parque Colseguros;10;MR76;67;57802;5,30%
5-ene-24;URBANA;036_ZW Parque India Elena;10;MR76;65;7922;0,70%
5-ene-24;URBANA;036_ZW Parque India Elena;10;MR76;68;8337;0,80%
5-ene-24;URBANA;037_ZW Parque Tequendama;19;MR76;33;3011343;277,80%
5-ene-24;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;26;4074981;375,90%
5-ene-24;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;44;7370;0,70%
5-ene-24;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;44;9556;0,90%
5-ene-24;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;14;2554739;235,70%
5-ene-24;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;12;271311;25,00%
5-ene-24;URBANA;041_ZW Parque Junin;9;MR76;48;3451719;318,40%
5-ene-24;URBANA;042_ZW Parque Mariano Ramos;16;MR76;38;9669;0,90%
5-ene-24;URBANA;043_ZW Polideportivo Ricardo Balcazar;13;MR76;25;11949;1,10%
5-ene-24;URBANA;044_ZW Polideportivo San Benito;11;MR76;21;10029;0,90%
5-ene-24;URBANA;046_ZW Sebastian Belalcazar;2;MR76;26;2075;0,20%
5-ene-24;URBANA;047_ZW Parque del Mico;11;MR76;16;13073;1,20%
5-ene-24;URBANA;048_ZW Parque Cien Palos;9;MR76;31;3001482;276,90%
5-ene-24;URBANA;050_ZW Parque Calima;4;MR76;20;1325995;122,30%
5-ene-24;URBANA;051_ZW Parque La Merced;2;MR76;11;195451;18,00%
5-ene-24;URBANA;052_ZW Puente de Colores;13;MR74;31;230814;21,30%
5-ene-24;URBANA;052_ZW Puente de Colores;13;MR76;37;9740;0,90%
5-ene-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;20;190573;17,60%
5-ene-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;23;556727;51,40%
5-ene-24;URBANA;054_ZW El Diamante;13;MR76;20;771;0,10%
5-ene-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;8;27403;2,50%
5-ene-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;9;6368;0,60%
5-ene-24;URBANA;056_ZW Comuna 16;16;MR76;16;3461;0,30%
5-ene-24;URBANA;056_ZW Comuna 16;16;MR76;16;7434;0,70%
5-ene-24;RURAL;057_La Castilla;99;MR76;16;2004493;521,30%
5-ene-24;RURAL;057_La Castilla;99;MR76;11;1824642;474,50%
5-ene-24;RURAL;059_El Saladito;99;MR76;14;1967444;511,60%
5-ene-24;RURAL;060_Felidia;99;MR76;53;2398786;623,80%
5-ene-24;RURAL;061_La Leonera;99;MR76;35;3636333;945,60%
5-ene-24;RURAL;061_La Leonera;99;MR76;22;22540995;5861,70%
5-ene-24;RURAL;062_Pichinde;99;MR76;10;20113;5,20%
5-ene-24;RURAL;062_Pichinde;99;MR76;26;2609819;678,70%
5-ene-24;RURAL;063_Los Andes;99;MR76;2;21;0,00%
5-ene-24;RURAL;063_Los Andes;99;MR76;24;1043995;271,50%
5-ene-24;RURAL;063_Los Andes;99;MR76;20;408076;106,10%
6-ene-24;URBANA;001_ZW Parque Ingenio;17;MR76;52;1694724;221,00%
6-ene-24;URBANA;001_ZW Parque Ingenio;17;MR76;49;1552076;202,40%
6-ene-24;URBANA;002_ZW Canchas Panamericanas;19;MR76;24;1247555;162,70%
6-ene-24;URBANA;003_ZW Parque del Perro;19;MR76;86;1027866;134,00%
6-ene-24;URBANA;003_ZW Parque del Perro;19;MR76;78;316052;41,20%
6-ene-24;URBANA;005_ZW Parque Barrio Obrero;9;MR76;158;1776552;231,60%
6-ene-24;URBANA;005_ZW Parque Barrio Obrero;9;MR76;108;348765;45,50%
6-ene-24;URBANA;006_ZW Parque Vallado;15;MR76;91;1231726;160,60%
6-ene-24;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;62;1397921;182,30%
6-ene-24;URBANA;010_ZW Parque Antonio Nari�o;16;MR76;30;1338957;174,60%
6-ene-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;37;137726;18,00%
6-ene-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;23;262434;34,20%
6-ene-24;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;13;366;0,00%
6-ene-24;URBANA;013_ZW Parque Llano Verde;15;MR76;24;4514;0,60%
6-ene-24;URBANA;014_ZW Centro Cultural Alto Jordan;18;MR76;20;97720;12,70%
6-ene-24;URBANA;015_ZW Centro Cultural Comuna 13;13;MR76;16;1632214;212,80%
6-ene-24;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;32;10861;1,40%
6-ene-24;URBANA;017_ZW Conjunto Habitacional Rio Cauca;15;MR76;31;11416;1,50%
6-ene-24;URBANA;018_ZW Parque Las Banderas;19;MR76;38;48803;6,40%
6-ene-24;URBANA;018_ZW Parque Las Banderas;19;MR76;38;321857;42,00%
6-ene-24;URBANA;019_ZW Parque Skate Board;15;MR76;72;13138127;1713,00%
6-ene-24;URBANA;020_ZW Parque Petecuy1;6;MR76;21;866300;113,00%
6-ene-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;91;14163;1,80%
6-ene-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;75;140163;18,30%
6-ene-24;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;10;448778;58,50%
6-ene-24;URBANA;023_ZW Parque Los Guerreros;21;MR76;47;613517;80,00%
6-ene-24;URBANA;024_ZW Museo La Tertulia;2;MR76;36;745096;97,20%
6-ene-24;URBANA;024_ZW Museo La Tertulia;2;MR76;58;2908501;379,20%
6-ene-24;URBANA;025_ZW Parque San Marino;7;MR76;47;4388208;572,20%
6-ene-24;URBANA;026_ZW Parque La Flora;2;MR76;74;35715;4,70%
6-ene-24;URBANA;026_ZW Parque La Flora;2;MR76;47;3934;0,50%
6-ene-24;URBANA;027_ZW Parque Alfonso Bonilla Arag�n;14;MR76;30;1949169;254,10%
6-ene-24;URBANA;027_ZW Parque Alfonso Bonilla Arag�n;14;MR76;34;2298929;299,80%
6-ene-24;URBANA;028_ZW Parque Yo Amo a Silo�;20;MR76;23;4708;0,60%
6-ene-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;26;2706619;352,90%
6-ene-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;21;1465112;191,00%
6-ene-24;URBANA;030_ZW Parque Mutis;1;MR76;39;7319;1,00%
6-ene-24;URBANA;031_ZW Cancha Los Azules;21;MR76;15;3202929;417,60%
6-ene-24;URBANA;032_ZW Parque La Orqueta;20;MR76;60;5192345;677,00%
6-ene-24;URBANA;033_ZW Plaza Alameda;19;MR76;31;510057;66,50%
6-ene-24;URBANA;033_ZW Plaza Alameda;19;MR76;26;182298;23,80%
6-ene-24;URBANA;034_ZW Parque Villa Colombia;8;MR76;2;1377;0,20%
6-ene-24;URBANA;035_ZW Parque Colseguros;10;MR76;62;158137;20,60%
6-ene-24;URBANA;035_ZW Parque Colseguros;10;MR76;48;8503;1,10%
6-ene-24;URBANA;036_ZW Parque India Elena;10;MR76;74;10288;1,30%
6-ene-24;URBANA;036_ZW Parque India Elena;10;MR76;90;10220;1,30%
6-ene-24;URBANA;037_ZW Parque Tequendama;19;MR76;23;4947251;645,10%
6-ene-24;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;15;3821653;498,30%
6-ene-24;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;46;19548;2,50%
6-ene-24;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;44;8246;1,10%
6-ene-24;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;15;1961076;255,70%
6-ene-24;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;18;650558;84,80%
6-ene-24;URBANA;041_ZW Parque Junin;9;MR76;44;1725906;225,00%
6-ene-24;URBANA;042_ZW Parque Mariano Ramos;16;MR76;51;5760;0,80%
6-ene-24;URBANA;043_ZW Polideportivo Ricardo Balcazar;13;MR76;41;3739;0,50%
6-ene-24;URBANA;044_ZW Polideportivo San Benito;11;MR76;28;7131;0,90%
6-ene-24;URBANA;046_ZW Sebastian Belalcazar;2;MR76;31;11650;1,50%
6-ene-24;URBANA;047_ZW Parque del Mico;11;MR76;16;14991;2,00%
6-ene-24;URBANA;048_ZW Parque Cien Palos;9;MR76;36;3302730;430,60%
6-ene-24;URBANA;050_ZW Parque Calima;4;MR76;28;4029424;525,40%
6-ene-24;URBANA;051_ZW Parque La Merced;2;MR76;8;588478;76,70%
6-ene-24;URBANA;052_ZW Puente de Colores;13;MR74;38;1654;0,20%
6-ene-24;URBANA;052_ZW Puente de Colores;13;MR76;50;21059;2,70%
6-ene-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;10;5887;0,80%
6-ene-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;8;7497;1,00%
6-ene-24;URBANA;054_ZW El Diamante;13;MR76;20;4259;0,60%
6-ene-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;7;81513;10,60%
6-ene-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;11;2930;0,40%
6-ene-24;URBANA;056_ZW Comuna 16;16;MR76;17;545;0,10%
6-ene-24;URBANA;056_ZW Comuna 16;16;MR76;11;390;0,10%
6-ene-24;RURAL;057_La Castilla;99;MR76;62;3160916;458,40%
6-ene-24;RURAL;057_La Castilla;99;MR76;64;5995290;869,40%
6-ene-24;RURAL;059_El Saladito;99;MR76;29;3714469;538,70%
6-ene-24;RURAL;060_Felidia;99;MR76;148;22038588;3196,10%
6-ene-24;RURAL;061_La Leonera;99;MR76;63;16283845;2361,50%
6-ene-24;RURAL;061_La Leonera;99;MR76;42;14976632;2171,90%
6-ene-24;RURAL;062_Pichinde;99;MR76;11;118130;17,10%
6-ene-24;RURAL;062_Pichinde;99;MR76;14;2104677;305,20%
6-ene-24;RURAL;063_Los Andes;99;MR76;2;4451;0,60%
6-ene-24;RURAL;063_Los Andes;99;MR76;13;86129;12,50%
6-ene-24;RURAL;063_Los Andes;99;MR76;15;472239;68,50%
7-ene-24;URBANA;001_ZW Parque Ingenio;17;MR76;76;3973694;395,90%
7-ene-24;URBANA;001_ZW Parque Ingenio;17;MR76;94;2978203;296,70%
7-ene-24;URBANA;002_ZW Canchas Panamericanas;19;MR76;26;1438012;143,30%
7-ene-24;URBANA;003_ZW Parque del Perro;19;MR76;69;14435;1,40%
7-ene-24;URBANA;003_ZW Parque del Perro;19;MR76;74;30718;3,10%
7-ene-24;URBANA;005_ZW Parque Barrio Obrero;9;MR76;134;53892;5,40%
7-ene-24;URBANA;005_ZW Parque Barrio Obrero;9;MR76;108;25063;2,50%
7-ene-24;URBANA;006_ZW Parque Vallado;15;MR76;86;6241864;621,90%
7-ene-24;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;50;11256;1,10%
7-ene-24;URBANA;010_ZW Parque Antonio Nari�o;16;MR76;19;686467;68,40%
7-ene-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;39;71545;7,10%
7-ene-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;26;1861365;185,50%
7-ene-24;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;19;150496;15,00%
7-ene-24;URBANA;013_ZW Parque Llano Verde;15;MR76;14;618;0,10%
7-ene-24;URBANA;014_ZW Centro Cultural Alto Jordan;18;MR76;17;2169;0,20%
7-ene-24;URBANA;015_ZW Centro Cultural Comuna 13;13;MR76;14;1871862;186,50%
7-ene-24;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;38;13165;1,30%
7-ene-24;URBANA;017_ZW Conjunto Habitacional Rio Cauca;15;MR76;37;7904;0,80%
7-ene-24;URBANA;018_ZW Parque Las Banderas;19;MR76;50;655540;65,30%
7-ene-24;URBANA;018_ZW Parque Las Banderas;19;MR76;15;102185;10,20%
7-ene-24;URBANA;019_ZW Parque Skate Board;15;MR76;18;1794742;178,80%
7-ene-24;URBANA;020_ZW Parque Petecuy1;6;MR76;26;2227468;221,90%
7-ene-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;77;8113;0,80%
7-ene-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;83;17844;1,80%
7-ene-24;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;5;727490;72,50%
7-ene-24;URBANA;023_ZW Parque Los Guerreros;21;MR76;26;604;0,10%
7-ene-24;URBANA;024_ZW Museo La Tertulia;2;MR76;39;2481735;247,30%
7-ene-24;URBANA;024_ZW Museo La Tertulia;2;MR76;67;1074891;107,10%
7-ene-24;URBANA;025_ZW Parque San Marino;7;MR76;57;8312457;828,20%
7-ene-24;URBANA;026_ZW Parque La Flora;2;MR76;91;22855;2,30%
7-ene-24;URBANA;026_ZW Parque La Flora;2;MR76;55;4351;0,40%
7-ene-24;URBANA;027_ZW Parque Alfonso Bonilla Arag�n;14;MR76;42;1932923;192,60%
7-ene-24;URBANA;027_ZW Parque Alfonso Bonilla Arag�n;14;MR76;34;3131484;312,00%
7-ene-24;URBANA;028_ZW Parque Yo Amo a Silo�;20;MR76;17;7143;0,70%
7-ene-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;47;2897981;288,70%
7-ene-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;38;983768;98,00%
7-ene-24;URBANA;030_ZW Parque Mutis;1;MR76;43;14530;1,40%
7-ene-24;URBANA;031_ZW Cancha Los Azules;21;MR76;16;5908197;588,70%
7-ene-24;URBANA;032_ZW Parque La Orqueta;20;MR76;63;1354101;134,90%
7-ene-24;URBANA;033_ZW Plaza Alameda;19;MR76;27;4002018;398,70%
7-ene-24;URBANA;033_ZW Plaza Alameda;19;MR76;21;546672;54,50%
7-ene-24;URBANA;034_ZW Parque Villa Colombia;8;MR76;6;5127;0,50%
7-ene-24;URBANA;035_ZW Parque Colseguros;10;MR76;65;3816076;380,20%
7-ene-24;URBANA;035_ZW Parque Colseguros;10;MR76;68;1570630;156,50%
7-ene-24;URBANA;036_ZW Parque India Elena;10;MR76;87;18920;1,90%
7-ene-24;URBANA;036_ZW Parque India Elena;10;MR76;96;47945;4,80%
7-ene-24;URBANA;037_ZW Parque Tequendama;19;MR76;19;2280726;227,20%
7-ene-24;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;21;4294197;427,80%
7-ene-24;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;42;2762355;275,20%
7-ene-24;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;41;1977152;197,00%
7-ene-24;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;21;2611058;260,10%
7-ene-24;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;17;227358;22,70%
7-ene-24;URBANA;041_ZW Parque Junin;9;MR76;46;8263166;823,30%
7-ene-24;URBANA;042_ZW Parque Mariano Ramos;16;MR76;36;5106;0,50%
7-ene-24;URBANA;043_ZW Polideportivo Ricardo Balcazar;13;MR76;32;43748;4,40%
7-ene-24;URBANA;044_ZW Polideportivo San Benito;11;MR76;21;7108;0,70%
7-ene-24;URBANA;046_ZW Sebastian Belalcazar;2;MR76;29;1986703;197,90%
7-ene-24;URBANA;047_ZW Parque del Mico;11;MR76;20;5359;0,50%
7-ene-24;URBANA;048_ZW Parque Cien Palos;9;MR76;38;5701345;568,00%
7-ene-24;URBANA;050_ZW Parque Calima;4;MR76;26;4640753;462,40%
7-ene-24;URBANA;051_ZW Parque La Merced;2;MR76;10;450078;44,80%
7-ene-24;URBANA;052_ZW Puente de Colores;13;MR74;31;411686;41,00%
7-ene-24;URBANA;052_ZW Puente de Colores;13;MR76;48;15479;1,50%
7-ene-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;21;327348;32,60%
7-ene-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;31;209163;20,80%
7-ene-24;URBANA;054_ZW El Diamante;13;MR76;24;3608;0,40%
7-ene-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;9;901716;89,80%
7-ene-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;12;138109;13,80%
7-ene-24;URBANA;056_ZW Comuna 16;16;MR76;18;755;0,10%
7-ene-24;URBANA;056_ZW Comuna 16;16;MR76;16;3829;0,40%
7-ene-24;RURAL;057_La Castilla;99;MR76;159;13129166;1492,00%
7-ene-24;RURAL;057_La Castilla;99;MR76;198;30212039;3433,30%
7-ene-24;RURAL;059_El Saladito;99;MR76;39;6880895;781,90%
7-ene-24;RURAL;060_Felidia;99;MR76;291;12024492;1366,40%
7-ene-24;RURAL;061_La Leonera;99;MR76;70;12867650;1462,30%
7-ene-24;RURAL;061_La Leonera;99;MR76;38;6578690;747,60%
7-ene-24;RURAL;062_Pichinde;99;MR76;31;1933849;219,80%
7-ene-24;RURAL;062_Pichinde;99;MR76;24;1642435;186,60%
7-ene-24;RURAL;063_Los Andes;99;MR76;5;288846;32,80%
7-ene-24;RURAL;063_Los Andes;99;MR76;33;1464799;166,50%
7-ene-24;RURAL;063_Los Andes;99;MR76;36;975344;110,80%
8-ene-24;URBANA;001_ZW Parque Ingenio;17;MR76;75;4404515;279,40%
8-ene-24;URBANA;001_ZW Parque Ingenio;17;MR76;101;1574755;99,90%
8-ene-24;URBANA;002_ZW Canchas Panamericanas;19;MR76;13;1771084;112,30%
8-ene-24;URBANA;003_ZW Parque del Perro;19;MR76;67;3583359;227,30%
8-ene-24;URBANA;003_ZW Parque del Perro;19;MR76;65;2261991;143,50%
8-ene-24;URBANA;005_ZW Parque Barrio Obrero;9;MR76;100;29271;1,90%
8-ene-24;URBANA;005_ZW Parque Barrio Obrero;9;MR76;88;16381;1,00%
8-ene-24;URBANA;006_ZW Parque Vallado;15;MR76;89;7769799;492,80%
8-ene-24;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;37;13690;0,90%
8-ene-24;URBANA;010_ZW Parque Antonio Nari�o;16;MR76;26;681507;43,20%
8-ene-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;31;2375492;150,70%
8-ene-24;URBANA;011_ZW Parque Santa Rosa Poblado;13;MR76;21;44373;2,80%
8-ene-24;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;23;3000305;190,30%
8-ene-24;URBANA;013_ZW Parque Llano Verde;15;MR76;22;6884;0,40%
8-ene-24;URBANA;014_ZW Centro Cultural Alto Jordan;18;MR76;25;8951104;567,70%
8-ene-24;URBANA;015_ZW Centro Cultural Comuna 13;13;MR76;17;2464932;156,30%
8-ene-24;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;38;11632;0,70%
8-ene-24;URBANA;017_ZW Conjunto Habitacional Rio Cauca;15;MR76;26;14521;0,90%
8-ene-24;URBANA;018_ZW Parque Las Banderas;19;MR76;37;86788;5,50%
8-ene-24;URBANA;018_ZW Parque Las Banderas;19;MR76;40;256548;16,30%
8-ene-24;URBANA;019_ZW Parque Skate Board;15;MR76;63;10732373;680,70%
8-ene-24;URBANA;020_ZW Parque Petecuy1;6;MR76;16;1514013;96,00%
8-ene-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;58;60353;3,80%
8-ene-24;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;66;63038;4,00%
8-ene-24;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;5;118792;7,50%
8-ene-24;URBANA;023_ZW Parque Los Guerreros;21;MR76;33;7648;0,50%
8-ene-24;URBANA;024_ZW Museo La Tertulia;2;MR76;34;1075361;68,20%
8-ene-24;URBANA;024_ZW Museo La Tertulia;2;MR76;55;519602;33,00%
8-ene-24;URBANA;025_ZW Parque San Marino;7;MR76;63;26978003;1711,10%
8-ene-24;URBANA;026_ZW Parque La Flora;2;MR76;70;38008;2,40%
8-ene-24;URBANA;026_ZW Parque La Flora;2;MR76;47;8616;0,50%
8-ene-24;URBANA;027_ZW Parque Alfonso Bonilla Arag�n;14;MR76;34;1537917;97,50%
8-ene-24;URBANA;027_ZW Parque Alfonso Bonilla Arag�n;14;MR76;27;4094256;259,70%
8-ene-24;URBANA;028_ZW Parque Yo Amo a Silo�;20;MR76;16;23977;1,50%
8-ene-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;42;3688792;234,00%
8-ene-24;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;14;1234143;78,30%
8-ene-24;URBANA;030_ZW Parque Mutis;1;MR76;34;5582;0,40%
8-ene-24;URBANA;031_ZW Cancha Los Azules;21;MR76;17;14532950;921,80%
8-ene-24;URBANA;032_ZW Parque La Orqueta;20;MR76;55;29712;1,90%
8-ene-24;URBANA;033_ZW Plaza Alameda;19;MR76;17;2613673;165,80%
8-ene-24;URBANA;033_ZW Plaza Alameda;19;MR76;17;1511378;95,90%
8-ene-24;URBANA;034_ZW Parque Villa Colombia;8;MR76;6;1624;0,10%
8-ene-24;URBANA;035_ZW Parque Colseguros;10;MR76;59;1779298;112,90%
8-ene-24;URBANA;035_ZW Parque Colseguros;10;MR76;62;3595820;228,10%
8-ene-24;URBANA;036_ZW Parque India Elena;10;MR76;71;28634;1,80%
8-ene-24;URBANA;036_ZW Parque India Elena;10;MR76;69;160530;10,20%
8-ene-24;URBANA;037_ZW Parque Tequendama;19;MR76;19;2198101;139,40%
8-ene-24;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;22;2004273;127,10%
8-ene-24;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;35;1527513;96,90%
8-ene-24;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;42;4260872;270,20%
8-ene-24;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;21;833109;52,80%
8-ene-24;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;13;500343;31,70%
8-ene-24;URBANA;041_ZW Parque Junin;9;MR76;35;3327632;211,10%
8-ene-24;URBANA;042_ZW Parque Mariano Ramos;16;MR76;42;2568;0,20%
8-ene-24;URBANA;043_ZW Polideportivo Ricardo Balcazar;13;MR76;42;16135;1,00%
8-ene-24;URBANA;044_ZW Polideportivo San Benito;11;MR76;23;2034272;129,00%
8-ene-24;URBANA;046_ZW Sebastian Belalcazar;2;MR76;19;2639278;167,40%
8-ene-24;URBANA;047_ZW Parque del Mico;11;MR76;20;7334;0,50%
8-ene-24;URBANA;048_ZW Parque Cien Palos;9;MR76;37;4879058;309,50%
8-ene-24;URBANA;050_ZW Parque Calima;4;MR76;18;9228477;585,30%
8-ene-24;URBANA;051_ZW Parque La Merced;2;MR76;9;4651372;295,00%
8-ene-24;URBANA;052_ZW Puente de Colores;13;MR74;35;188515;12,00%
8-ene-24;URBANA;052_ZW Puente de Colores;13;MR76;37;8686;0,60%
8-ene-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;19;4618;0,30%
8-ene-24;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;24;3512;0,20%
8-ene-24;URBANA;054_ZW El Diamante;13;MR76;28;1741538;110,50%
8-ene-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;7;2119620;134,40%
8-ene-24;URBANA;055_ZW Polideportivo Petecuy;6;MR76;6;207062;13,10%
8-ene-24;URBANA;056_ZW Comuna 16;16;MR76;25;1991;0,10%
8-ene-24;URBANA;056_ZW Comuna 16;16;MR76;24;6715;0,40%
8-ene-24;RURAL;057_La Castilla;99;MR76;77;5244941;1275,20%
8-ene-24;RURAL;057_La Castilla;99;MR76;96;9506636;2311,40%
8-ene-24;RURAL;059_El Saladito;99;MR76;21;3202659;778,70%
8-ene-24;RURAL;060_Felidia;99;MR76;93;2918985;709,70%
8-ene-24;RURAL;061_La Leonera;99;MR76;66;5489122;1334,60%
8-ene-24;RURAL;061_La Leonera;99;MR76;36;9709508;2360,70%
8-ene-24;RURAL;062_Pichinde;99;MR76;11;201533;49,00%
